J Fraser-McGurk,DA Warner,7
DA Warner,J Fraser-McGurk,1
J Fraser-McGurk,Abishek Porel,14
Abishek Porel,J Fraser-McGurk,2
J Fraser-McGurk,SD Hope,0
SD Hope,J Fraser-McGurk,0
Kumar Kushagra,SD Hope,2
SD Hope,Kumar Kushagra,4
SD Hope,AR Patel,25
AR Patel,SD Hope,29
AR Patel,T Stubbs,1
T Stubbs,AR Patel,3
AR Patel,Rasikh Salam,27
Rasikh Salam,AR Patel,10
Kuldeep Yadav,AR Patel,0
AR Patel,Kuldeep Yadav,0
Kuldeep Yadav,Mukesh Kumar,3
Mukesh Kumar,Kuldeep Yadav,3
Kuldeep Yadav,I Sharma,3
I Sharma,Kuldeep Yadav,0
